timestamp,pid,free_ram_mb,commit_percent,free_disk_gb,action
"2026-08-10T18:39:58.0839928+03:00",22940,26692,44.24,241.04,continue
"2026-08-10T18:40:03.2287294+03:00",22940,26802,43.85,241.04,continue
"2026-08-10T18:40:08.3972240+03:00",22940,26846,43.84,241.04,continue
"2026-08-10T18:40:13.5733475+03:00",22940,26666,44.23,241.04,continue
"2026-08-10T18:40:18.7325809+03:00",22940,27244,43.07,241.04,continue
"2026-08-10T18:40:23.8814459+03:00",22940,26970,43.85,240.57,continue
"2026-08-10T18:40:28.9969633+03:00",22940,26493,44.24,240.57,continue
"2026-08-10T18:40:34.1396378+03:00",22940,26816,43.84,240.57,continue
"2026-08-10T18:40:39.3034530+03:00",22940,26805,43.84,240.57,continue
"2026-08-10T18:40:44.4676403+03:00",22940,26875,43.84,240.57,continue
"2026-08-10T18:40:49.6291083+03:00",22940,26984,43.84,240.57,continue
"2026-08-10T18:40:54.8202120+03:00",22940,26612,44.24,240.57,continue
"2026-08-10T18:40:59.9719290+03:00",22940,26832,43.87,240.57,continue
"2026-08-10T18:41:05.1413246+03:00",22940,26565,44.27,240.57,continue
"2026-08-10T18:41:10.3161590+03:00",22940,26342,44.24,240.56,continue
"2026-08-10T18:41:15.4869142+03:00",22940,26514,44.25,240.56,continue
"2026-08-10T18:41:20.6305642+03:00",22940,26477,44.25,240.56,continue
"2026-08-10T18:41:25.7909211+03:00",22940,26470,44.26,240.56,continue
"2026-08-10T18:41:30.9735135+03:00",22940,26567,44.26,240.56,continue
"2026-08-10T18:41:36.1333064+03:00",22940,26353,44.25,240.56,continue
"2026-08-10T18:41:41.2603523+03:00",22940,26360,44.26,240.56,continue
"2026-08-10T18:41:46.4294649+03:00",22940,26358,44.25,240.56,continue
"2026-08-10T18:41:51.5539284+03:00",22940,26731,43.87,240.56,continue
"2026-08-10T18:41:56.7136949+03:00",22940,26771,43.86,240.56,continue
"2026-08-10T18:42:01.8681207+03:00",22940,26389,44.26,240.56,continue
"2026-08-10T18:42:07.0480455+03:00",22940,26380,44.64,240.56,continue
"2026-08-10T18:42:12.2088900+03:00",22940,26506,44.26,240.56,continue
"2026-08-10T18:42:17.3451479+03:00",22940,26390,44.26,240.56,continue
"2026-08-10T18:42:22.5165447+03:00",22940,26836,43.87,240.56,continue
"2026-08-10T18:42:27.6907604+03:00",22940,26346,44.27,240.55,continue
"2026-08-10T18:42:32.8720077+03:00",22940,26375,44.27,240.55,continue
"2026-08-10T18:42:38.0213291+03:00",22940,26699,43.88,240.55,continue
"2026-08-10T18:42:43.2339693+03:00",22940,26759,43.88,240.55,continue
"2026-08-10T18:42:48.4013557+03:00",22940,26519,44.27,240.55,continue
"2026-08-10T18:42:53.5651164+03:00",22940,26351,44.27,240.55,continue
"2026-08-10T18:42:58.7247261+03:00",22940,26439,44.26,240.55,continue
"2026-08-10T18:43:03.8213387+03:00",22940,26514,44.26,240.55,continue
"2026-08-10T18:43:08.9638749+03:00",22940,26552,44.25,240.55,continue
"2026-08-10T18:43:14.1306956+03:00",22940,26577,44.26,240.55,continue
"2026-08-10T18:43:19.2870447+03:00",22940,26563,44.25,240.55,continue
"2026-08-10T18:43:24.4538180+03:00",22940,26415,44.27,240.55,continue
"2026-08-10T18:43:29.6088292+03:00",22940,26351,44.27,240.55,continue
"2026-08-10T18:43:34.7660967+03:00",22940,26375,44.26,240.55,continue
"2026-08-10T18:43:39.9377658+03:00",22940,26360,44.26,240.55,continue
"2026-08-10T18:43:45.1099802+03:00",22940,26369,44.25,240.55,continue
"2026-08-10T18:43:50.3139378+03:00",22940,26541,44.25,240.55,continue
"2026-08-10T18:43:55.4929401+03:00",22940,26835,43.86,240.55,continue
"2026-08-10T18:44:00.6577984+03:00",22940,26630,43.86,240.55,continue
"2026-08-10T18:44:05.8292396+03:00",22940,26636,43.86,240.55,continue
"2026-08-10T18:44:11.0036637+03:00",22940,26561,44.25,240.55,continue
"2026-08-10T18:44:16.1696908+03:00",22940,26727,43.86,240.55,continue
"2026-08-10T18:44:21.2943718+03:00",22940,26835,43.87,240.55,continue
"2026-08-10T18:44:26.4708363+03:00",22940,26776,43.87,240.55,continue
"2026-08-10T18:44:31.6345852+03:00",22940,26860,43.87,240.55,continue
"2026-08-10T18:44:36.7877578+03:00",22940,26652,43.87,240.55,continue
"2026-08-10T18:44:41.9436954+03:00",22940,26508,44.26,240.55,continue
"2026-08-10T18:44:47.0790965+03:00",22940,26479,44.25,240.55,continue
"2026-08-10T18:44:52.2573985+03:00",22940,26551,44.26,240.55,continue
"2026-08-10T18:44:57.4237890+03:00",22940,26673,43.87,240.55,continue
"2026-08-10T18:45:02.5815845+03:00",22940,26857,43.87,240.54,continue
"2026-08-10T18:45:07.7437073+03:00",22940,26627,43.86,240.54,continue
"2026-08-10T18:45:12.8877986+03:00",22940,26368,44.26,240.54,continue
"2026-08-10T18:45:18.0483093+03:00",22940,26596,44.26,240.54,continue
"2026-08-10T18:45:23.2120447+03:00",22940,26425,44.26,240.54,continue
"2026-08-10T18:45:28.3741954+03:00",22940,26459,44.26,240.54,continue
"2026-08-10T18:45:33.5298352+03:00",22940,26358,44.26,240.54,continue
"2026-08-10T18:45:38.6999450+03:00",22940,26348,44.26,240.54,continue
"2026-08-10T18:45:43.8272496+03:00",22940,26618,44.26,240.54,continue
"2026-08-10T18:45:48.9869906+03:00",22940,26505,44.26,240.54,continue
"2026-08-10T18:45:54.1733343+03:00",22940,26361,44.25,240.54,continue
"2026-08-10T18:45:59.3631436+03:00",22940,26761,43.87,240.54,continue
"2026-08-10T18:46:04.5378891+03:00",22940,26747,43.88,240.54,continue
"2026-08-10T18:46:09.6501477+03:00",22940,26814,43.87,240.54,continue
"2026-08-10T18:46:14.8195444+03:00",22940,26573,43.94,240.29,continue
"2026-08-10T18:46:20.0057191+03:00",22940,26748,43.94,240.29,continue
"2026-08-10T18:46:25.1489012+03:00",22940,26342,44.34,240.29,continue
"2026-08-10T18:46:30.3172731+03:00",22940,26316,44.33,240.29,continue
"2026-08-10T18:46:35.4960089+03:00",22940,26313,44.33,240.29,continue
"2026-08-10T18:46:40.6554320+03:00",22940,26722,43.93,240.29,continue
"2026-08-10T18:46:45.8094062+03:00",22940,26492,44.33,240.29,continue
"2026-08-10T18:46:50.9826149+03:00",22940,26342,44.27,240.32,continue
"2026-08-10T18:46:56.1562607+03:00",22940,26350,44.66,240.32,continue
"2026-08-10T18:47:01.2700255+03:00",22940,26792,43.87,240.32,continue
"2026-08-10T18:47:06.4144373+03:00",22940,26475,44.26,240.32,continue
"2026-08-10T18:47:11.5936227+03:00",22940,26455,44.27,240.32,continue
"2026-08-10T18:47:16.7478560+03:00",22940,26773,43.87,240.32,continue
"2026-08-10T18:47:21.9203039+03:00",22940,26651,43.88,240.32,continue
"2026-08-10T18:47:27.0965102+03:00",22940,26829,43.88,240.32,continue
"2026-08-10T18:47:32.1985808+03:00",22940,26537,44.28,240.32,continue
"2026-08-10T18:47:37.3344501+03:00",22940,26838,43.89,240.32,continue
"2026-08-10T18:47:42.4990820+03:00",22940,26352,44.28,240.32,continue
"2026-08-10T18:47:47.6645288+03:00",22940,26445,44.27,240.32,continue
"2026-08-10T18:47:52.7979773+03:00",22940,26348,44.27,240.32,continue
"2026-08-10T18:47:57.9221533+03:00",22940,26482,44.28,240.32,continue
"2026-08-10T18:48:03.0774971+03:00",22940,26614,43.87,240.32,continue
"2026-08-10T18:48:08.2571972+03:00",22940,26386,44.27,240.31,continue
"2026-08-10T18:48:13.4095729+03:00",22940,26818,43.88,240.31,continue
"2026-08-10T18:48:18.5831609+03:00",22940,26544,44.28,240.31,continue
"2026-08-10T18:48:23.7697593+03:00",22940,26356,44.28,240.31,continue
"2026-08-10T18:48:28.9588548+03:00",22940,26421,44.27,240.31,continue
"2026-08-10T18:48:34.1437265+03:00",22940,26734,43.87,240.31,continue
"2026-08-10T18:48:39.3215518+03:00",22940,26565,44.28,240.31,continue
"2026-08-10T18:48:44.4687113+03:00",22940,26496,44.27,240.31,continue
"2026-08-10T18:48:49.6378935+03:00",22940,26979,43.90,240.31,continue
"2026-08-10T18:48:54.7571020+03:00",22940,27065,43.90,240.31,continue
"2026-08-10T18:48:59.8927720+03:00",22940,27116,43.89,240.31,continue
"2026-08-10T18:49:05.0298227+03:00",22940,26699,44.28,240.31,continue
"2026-08-10T18:49:10.1661750+03:00",22940,26770,44.29,240.31,continue
"2026-08-10T18:49:15.3335745+03:00",22940,26789,44.30,240.31,continue
"2026-08-10T18:49:20.4978197+03:00",22940,26595,44.30,240.30,continue
"2026-08-10T18:49:25.6320861+03:00",22940,26564,44.30,240.30,continue
"2026-08-10T18:49:30.7914170+03:00",22940,26801,44.31,240.30,continue
"2026-08-10T18:49:35.9885023+03:00",22940,26968,43.90,240.30,continue
"2026-08-10T18:49:41.1547153+03:00",22940,27069,43.90,240.30,continue
"2026-08-10T18:49:46.3234899+03:00",22940,26929,43.90,240.30,continue
"2026-08-10T18:49:51.4816294+03:00",22940,26600,44.28,240.30,continue
"2026-08-10T18:49:56.5811943+03:00",22940,26569,44.28,240.30,continue
"2026-08-10T18:50:01.7369796+03:00",22940,26923,43.89,240.30,continue
"2026-08-10T18:50:06.9027505+03:00",22940,26985,43.90,240.30,continue
"2026-08-10T18:50:12.0680958+03:00",22940,26795,44.25,240.30,continue
"2026-08-10T18:50:17.1752397+03:00",22940,26918,43.86,240.30,continue
"2026-08-10T18:50:22.3125675+03:00",22940,26893,43.86,240.30,continue
"2026-08-10T18:50:27.4334803+03:00",22940,26684,44.26,240.30,continue
"2026-08-10T18:50:32.5971107+03:00",22940,26920,43.87,240.30,continue
"2026-08-10T18:50:37.7788655+03:00",22940,26568,44.26,240.30,continue
"2026-08-10T18:50:42.8915637+03:00",22940,27012,43.86,240.30,continue
"2026-08-10T18:50:48.0571487+03:00",22940,26808,44.25,240.30,continue
"2026-08-10T18:50:53.1913900+03:00",22940,26574,44.25,240.30,continue
"2026-08-10T18:50:58.3643741+03:00",22940,26762,44.25,240.30,continue
"2026-08-10T18:51:03.5285006+03:00",22940,26789,44.25,240.30,continue
"2026-08-10T18:51:08.6814935+03:00",22940,26775,44.26,240.30,continue
"2026-08-10T18:51:13.8158227+03:00",22940,26916,43.86,240.30,continue
"2026-08-10T18:51:18.9964613+03:00",22940,26687,44.26,240.30,continue
"2026-08-10T18:51:24.1418821+03:00",22940,26605,44.25,240.30,continue
"2026-08-10T18:51:29.3003834+03:00",22940,26802,44.26,240.30,continue
"2026-08-10T18:51:34.4445060+03:00",22940,26891,43.86,240.30,continue
"2026-08-10T18:51:39.5782011+03:00",22940,26602,44.26,240.30,continue
"2026-08-10T18:51:44.7551983+03:00",22940,26621,44.26,240.30,continue
"2026-08-10T18:51:49.9455449+03:00",22940,26720,44.26,240.30,continue
"2026-08-10T18:51:55.1199603+03:00",22940,26797,44.26,240.29,continue
"2026-08-10T18:52:00.2983604+03:00",22940,26663,44.27,240.29,continue
"2026-08-10T18:52:05.4663361+03:00",22940,27046,43.87,240.29,continue
"2026-08-10T18:52:10.6179493+03:00",22940,27068,43.87,240.29,continue
"2026-08-10T18:52:15.7706702+03:00",22940,27332,43.10,240.29,continue
"2026-08-10T18:52:20.9272663+03:00",22940,26682,44.27,240.04,continue
"2026-08-10T18:52:26.1018154+03:00",22940,26597,44.26,240.04,continue
"2026-08-10T18:52:31.2850799+03:00",22940,26576,44.25,240.04,continue
"2026-08-10T18:52:36.4481038+03:00",22940,26635,44.26,240.04,continue
"2026-08-10T18:52:41.5957001+03:00",22940,26573,44.26,240.04,continue
"2026-08-10T18:52:46.7720309+03:00",22940,27020,43.86,240.04,continue
"2026-08-10T18:52:51.8892396+03:00",22940,26956,43.88,240.04,continue
"2026-08-10T18:52:57.0095822+03:00",22940,27001,43.79,240.04,continue
"2026-08-10T18:53:02.1666633+03:00",22940,26978,43.75,240.04,continue
"2026-08-10T18:53:07.3377083+03:00",22940,27211,43.35,240.04,continue
"2026-08-10T18:53:12.5046337+03:00",22940,26789,43.75,240.04,continue
"2026-08-10T18:53:17.6368500+03:00",22940,26785,43.75,240.04,continue
"2026-08-10T18:53:22.8031792+03:00",22940,26944,43.75,240.04,continue
"2026-08-10T18:53:27.9526053+03:00",22940,26929,43.75,240.04,continue
"2026-08-10T18:53:33.1151367+03:00",22940,26808,43.76,240.04,continue
"2026-08-10T18:53:38.2805805+03:00",22940,27153,43.35,240.07,continue
"2026-08-10T18:53:43.4532534+03:00",22940,26809,43.75,240.07,continue
"2026-08-10T18:53:48.6250062+03:00",22940,26779,43.75,240.07,continue
"2026-08-10T18:53:53.7297967+03:00",22940,26779,43.75,240.07,continue
"2026-08-10T18:53:58.9024923+03:00",22940,26791,43.76,240.07,continue
"2026-08-10T18:54:04.0177300+03:00",22940,26958,43.75,240.07,continue
"2026-08-10T18:54:09.1698076+03:00",22940,27137,43.36,240.07,continue
"2026-08-10T18:54:14.3344442+03:00",22940,26884,43.76,240.07,continue
"2026-08-10T18:54:19.4883786+03:00",22940,26932,43.76,240.07,continue
"2026-08-10T18:54:24.6278081+03:00",22940,26779,43.75,240.07,continue
"2026-08-10T18:54:29.7832978+03:00",22940,26794,43.74,240.07,continue
"2026-08-10T18:54:34.8842578+03:00",22940,27295,43.35,240.07,continue
"2026-08-10T18:54:40.0382349+03:00",22940,27168,43.35,240.07,continue
"2026-08-10T18:54:45.2387637+03:00",22940,26778,43.76,240.07,continue
"2026-08-10T18:54:50.4194772+03:00",22940,26766,43.79,240.07,continue
"2026-08-10T18:54:55.6156266+03:00",22940,26718,43.83,240.07,continue
"2026-08-10T18:55:00.8017281+03:00",22940,26768,43.84,240.06,continue
"2026-08-10T18:55:05.9622776+03:00",22940,27061,43.45,240.06,continue
"2026-08-10T18:55:11.1269499+03:00",22940,26810,43.83,240.06,continue
"2026-08-10T18:55:16.2717286+03:00",22940,27023,43.45,240.06,continue
"2026-08-10T18:55:21.4162759+03:00",22940,27047,43.45,240.06,continue
"2026-08-10T18:55:26.5268974+03:00",22940,26916,43.84,240.06,continue
"2026-08-10T18:55:31.6675796+03:00",22940,26952,43.83,240.06,continue
"2026-08-10T18:55:36.7780598+03:00",22940,27204,43.44,240.06,continue
"2026-08-10T18:55:41.9363820+03:00",22940,27190,43.44,240.06,continue
"2026-08-10T18:55:47.1143552+03:00",22940,27066,43.44,240.06,continue
"2026-08-10T18:55:52.2887098+03:00",22940,26805,43.83,240.06,continue
"2026-08-10T18:55:57.4543275+03:00",22940,26887,43.80,240.06,continue
"2026-08-10T18:56:02.6175083+03:00",22940,26959,43.81,240.06,continue
"2026-08-10T18:56:07.7808272+03:00",22940,26748,43.81,240.06,continue
"2026-08-10T18:56:12.9748258+03:00",22940,26693,43.88,240.06,continue
"2026-08-10T18:56:18.1422138+03:00",22940,26718,43.86,240.05,continue
"2026-08-10T18:56:23.2710600+03:00",22940,26963,43.70,240.05,continue
"2026-08-10T18:56:28.3778482+03:00",22940,27129,43.30,240.05,continue
"2026-08-10T18:56:33.5121220+03:00",22940,26884,43.69,240.05,continue
"2026-08-10T18:56:38.6704532+03:00",22940,27030,43.70,240.05,continue
"2026-08-10T18:56:43.8336495+03:00",22940,26918,43.69,240.05,continue
"2026-08-10T18:56:48.9950969+03:00",22940,26865,43.70,240.05,continue
"2026-08-10T18:56:54.1485742+03:00",22940,26832,43.69,240.05,continue
"2026-08-10T18:56:59.3064831+03:00",22940,26799,43.73,240.05,continue
"2026-08-10T18:57:04.4880192+03:00",22940,26766,43.78,240.05,continue
"2026-08-10T18:57:09.6548726+03:00",22940,27238,43.40,240.04,continue
"2026-08-10T18:57:14.8234984+03:00",22940,27103,43.46,240.03,continue
"2026-08-10T18:57:20.0042992+03:00",22940,26752,43.86,240.02,continue
"2026-08-10T18:57:25.1845937+03:00",22940,27125,43.47,240.02,continue
"2026-08-10T18:57:30.3657468+03:00",22940,27213,43.46,240.01,continue
"2026-08-10T18:57:35.5370982+03:00",22940,26990,43.45,240.00,continue
"2026-08-10T18:57:40.7150003+03:00",22940,27067,43.45,240.00,continue
"2026-08-10T18:57:45.8730965+03:00",22940,27086,43.44,240.00,continue
"2026-08-10T18:57:51.0294533+03:00",22940,26676,43.84,240.00,continue
"2026-08-10T18:57:56.2002252+03:00",22940,26950,43.43,240.00,continue
"2026-08-10T18:58:01.3707779+03:00",22940,27081,43.44,240.00,continue
"2026-08-10T18:58:06.5401612+03:00",22940,27421,42.69,240.00,continue
"2026-08-10T18:58:11.7049503+03:00",22940,27178,43.44,239.75,continue
"2026-08-10T18:58:16.8973434+03:00",22940,26928,43.84,239.75,continue
"2026-08-10T18:58:22.0677822+03:00",22940,26786,43.86,239.75,continue
"2026-08-10T18:58:27.2360127+03:00",22940,26811,43.85,239.75,continue
"2026-08-10T18:58:32.4083958+03:00",22940,26910,43.45,239.75,continue
"2026-08-10T18:58:37.5946890+03:00",22940,26689,43.85,239.75,continue
"2026-08-10T18:58:42.7702922+03:00",22940,26738,43.85,239.53,continue
"2026-08-10T18:58:47.9325673+03:00",22940,27097,43.36,239.55,continue
"2026-08-10T18:58:53.0904317+03:00",22940,26754,43.76,239.55,continue
"2026-08-10T18:58:58.2619686+03:00",22940,27197,43.38,239.55,continue
"2026-08-10T18:59:03.3716361+03:00",22940,26697,43.77,239.55,continue
"2026-08-10T18:59:08.5381962+03:00",22940,26959,43.38,239.55,continue
"2026-08-10T18:59:13.7002202+03:00",22940,26934,43.40,239.55,continue
"2026-08-10T18:59:18.8888281+03:00",22940,27186,43.39,239.55,continue
"2026-08-10T18:59:24.0449053+03:00",22940,26692,43.78,239.55,continue
"2026-08-10T18:59:29.1940639+03:00",22940,26689,43.78,239.55,continue
"2026-08-10T18:59:34.3769169+03:00",22940,27129,43.38,239.55,continue
"2026-08-10T18:59:39.4746926+03:00",22940,27083,43.38,239.55,continue
"2026-08-10T18:59:44.6523899+03:00",22940,26860,43.77,239.55,continue
"2026-08-10T18:59:49.7984100+03:00",22940,27138,43.37,239.55,continue
"2026-08-10T18:59:54.9562419+03:00",22940,27212,43.36,239.55,continue
"2026-08-10T19:00:00.1033326+03:00",22940,26717,43.76,239.55,continue
"2026-08-10T19:00:05.2469395+03:00",22940,26704,43.76,239.55,continue
"2026-08-10T19:00:10.4159588+03:00",22940,26871,43.75,239.55,continue
"2026-08-10T19:00:15.5774943+03:00",22940,26699,43.76,239.55,continue
"2026-08-10T19:00:20.7339016+03:00",22940,26887,43.75,239.55,continue
"2026-08-10T19:00:25.9079124+03:00",22940,27177,43.35,239.55,continue
"2026-08-10T19:00:31.1462506+03:00",22940,26908,43.75,239.55,continue
"2026-08-10T19:00:36.3168483+03:00",22940,26702,43.74,239.55,continue
"2026-08-10T19:00:41.4815986+03:00",22940,27175,43.36,239.55,continue
"2026-08-10T19:00:46.6418971+03:00",22940,27174,43.36,239.55,continue
"2026-08-10T19:00:51.7714365+03:00",22940,27095,43.36,239.55,continue
"2026-08-10T19:00:56.9265483+03:00",22940,26705,43.75,239.55,continue
"2026-08-10T19:01:02.0660703+03:00",22940,26702,43.75,239.55,continue
"2026-08-10T19:01:07.2422665+03:00",22940,26721,43.74,239.55,continue
"2026-08-10T19:01:12.3665631+03:00",22940,26880,43.74,239.55,continue
"2026-08-10T19:01:17.5318665+03:00",22940,26962,43.75,239.55,continue
"2026-08-10T19:01:22.6886982+03:00",22940,26706,43.74,239.55,continue
"2026-08-10T19:01:27.8540501+03:00",22940,26783,43.75,239.55,continue
"2026-08-10T19:01:33.0192526+03:00",22940,27163,43.36,239.55,continue
"2026-08-10T19:01:38.1368018+03:00",22940,26711,43.75,239.55,continue
"2026-08-10T19:01:43.2869010+03:00",22940,26710,43.75,239.55,continue
"2026-08-10T19:01:48.4311008+03:00",22940,26710,43.75,239.55,continue
"2026-08-10T19:01:53.5632428+03:00",22940,27155,43.36,239.55,continue
"2026-08-10T19:01:58.6892576+03:00",22940,27205,43.36,239.55,continue
"2026-08-10T19:02:03.8027809+03:00",22940,27149,43.37,239.55,continue
"2026-08-10T19:02:08.9590029+03:00",22940,26780,43.76,239.55,continue
"2026-08-10T19:02:14.1311250+03:00",22940,26856,43.76,239.55,continue
"2026-08-10T19:02:19.2609132+03:00",22940,26954,43.75,239.55,continue
"2026-08-10T19:02:24.4300729+03:00",22940,26698,43.76,239.55,continue
"2026-08-10T19:02:29.6022060+03:00",22940,26785,43.76,239.55,continue
"2026-08-10T19:02:34.7934634+03:00",22940,27008,43.36,239.55,continue
"2026-08-10T19:02:39.9576560+03:00",22940,26713,43.75,239.55,continue
"2026-08-10T19:02:45.1429851+03:00",22940,26729,43.76,239.55,continue
"2026-08-10T19:02:50.3058473+03:00",22940,26702,43.77,239.55,continue
"2026-08-10T19:02:55.4483886+03:00",22940,26927,43.74,239.55,continue
"2026-08-10T19:03:00.5826411+03:00",22940,26803,43.73,239.55,continue
"2026-08-10T19:03:05.7380775+03:00",22940,26947,43.72,239.55,continue
"2026-08-10T19:03:10.9052422+03:00",22940,26760,43.72,239.55,continue
"2026-08-10T19:03:16.0718917+03:00",22940,26719,43.72,239.55,continue
"2026-08-10T19:03:21.2353421+03:00",22940,26865,43.73,239.55,continue
"2026-08-10T19:03:26.3565700+03:00",22940,26729,43.73,239.55,continue
"2026-08-10T19:03:31.5193353+03:00",22940,26852,43.73,239.55,continue
"2026-08-10T19:03:36.6874436+03:00",22940,26732,43.74,239.55,continue
"2026-08-10T19:03:41.8102059+03:00",22940,26904,43.74,239.55,continue
"2026-08-10T19:03:46.9676360+03:00",22940,26713,43.73,239.55,continue
"2026-08-10T19:03:52.1471847+03:00",22940,27122,43.34,239.55,continue
"2026-08-10T19:03:57.3335649+03:00",22940,26967,43.73,239.55,continue
"2026-08-10T19:04:02.4611353+03:00",22940,26709,43.74,239.55,continue
"2026-08-10T19:04:07.6371422+03:00",22940,27472,42.57,239.55,continue
"2026-08-10T19:04:12.8049182+03:00",22940,26716,43.75,239.30,continue
"2026-08-10T19:04:17.9626184+03:00",22940,27198,43.35,239.30,continue
"2026-08-10T19:04:23.1229796+03:00",22940,26953,43.73,239.30,continue
"2026-08-10T19:04:28.2726459+03:00",22940,27038,43.38,239.30,continue
"2026-08-10T19:04:33.3991082+03:00",22940,26972,43.39,239.30,continue
"2026-08-10T19:04:38.5650392+03:00",22940,27090,43.39,239.30,continue
"2026-08-10T19:04:43.7217407+03:00",22940,26694,43.78,239.30,continue
"2026-08-10T19:04:48.8966446+03:00",22940,26896,43.72,239.30,continue
